id,name,blurb,goal,pledged,outcome,backers_count,country,currency,launched_at,deadline,staff_pick,spotlight,category
813,Buckley Group,Diverse high-level attitude,3200,7661,successful,68,US,USD,1346043600,1346907600,FALSE,FALSE,games/video games
814,Vincent PLC,Visionary 24hour analyzer,3200,2950,failed,36,DK,DKK,1464325200,1464498000,FALSE,TRUE,music/rock
815,Watson-Douglas,Centralized bandwidth-monitored leverage,9000,11721,successful,183,CA,CAD,1511935200,1514181600,FALSE,FALSE,music/rock
816,"Jones, Casey and Jones",Ergonomic mission-critical moratorium,2300,14150,successful,133,US,USD,1392012000,1392184800,TRUE,TRUE,theater/plays
817,Alvarez-Bauer,Front-line intermediate moderator,51300,189192,successful,2489,IT,EUR,1556946000,1559365200,FALSE,TRUE,publishing/nonfiction
818,Martinez LLC,Automated local secured line,700,7664,successful,69,US,USD,1548050400,1549173600,FALSE,TRUE,theater/plays
819,Buck-Khan,Integrated bandwidth-monitored alliance,8900,4509,failed,47,US,USD,1353736800,1355032800,TRUE,FALSE,games/video games
820,"Valdez, Williams and Meyer",Cross-group heuristic forecast,1500,12009,successful,279,GB,GBP,1532840400,1533963600,FALSE,TRUE,music/rock
821,Alvarez-Andrews,Extended impactful secured line,4900,14273,successful,210,US,USD,1488261600,1489381200,FALSE,FALSE,film & video/documentary
822,Stewart and Sons,Distributed optimizing protocol,54000,188982,successful,2100,US,USD,1393567200,1395032400,FALSE,FALSE,music/rock
823,Dyer Inc,Secured well-modulated system engine,4100,14640,successful,252,US,USD,1410325200,1412485200,TRUE,TRUE,music/rock
824,"Anderson, Williams and Cox",Streamlined national benchmark,85000,107516,successful,1280,US,USD,1276923600,1279688400,FALSE,TRUE,publishing/nonfiction
825,Solomon PLC,Open-architected 24/7 infrastructure,3600,13950,successful,157,GB,GBP,1500958800,1501995600,FALSE,FALSE,film & video/shorts
826,Miller-Hubbard,Digitized 6thgeneration Local Area Network,2800,12797,successful,194,US,USD,1292220000,1294639200,FALSE,TRUE,theater/plays
827,"Miranda, Martinez and Lowery",Innovative actuating artificial intelligence,2300,6134,successful,82,AU,AUD,1304398800,1305435600,FALSE,TRUE,film & video/drama
828,"Munoz, Cherry and Bell",Cross-platform reciprocal budgetary management,7100,4899,failed,70,US,USD,1535432400,1537592400,FALSE,FALSE,theater/plays
829,Baker-Higgins,Vision-oriented scalable portal,9600,4929,failed,154,US,USD,1433826000,1435122000,FALSE,FALSE,theater/plays
830,"Johnson, Turner and Carroll",Persevering zero administration knowledge user,121600,1424,failed,22,US,USD,1514959200,1520056800,FALSE,FALSE,theater/plays
831,Ward PLC,Front-line bottom-line Graphic Interface,97100,105817,successful,4233,US,USD,1332738000,1335675600,FALSE,FALSE,photography/photography books
832,"Bradley, Beck and Mayo",Synergized fault-tolerant hierarchy,43200,136156,successful,1297,DK,DKK,1445490000,1448431200,TRUE,FALSE,publishing/translations
833,"Levine, Martin and Hernandez",Expanded asynchronous groupware,6800,10723,successful,165,DK,DKK,1297663200,1298613600,FALSE,FALSE,publishing/translations
834,"Gallegos, Wagner and Gaines",Expanded fault-tolerant emulation,7300,11228,successful,119,US,USD,1371963600,1372482000,FALSE,FALSE,theater/plays
835,"Hodges, Smith and Kelly",Future-proofed 24hour model,86200,77355,failed,1758,US,USD,1425103200,1425621600,FALSE,FALSE,technology/web
836,Macias Inc,Optimized didactic intranet,8100,6086,failed,94,US,USD,1265349600,1266300000,FALSE,FALSE,music/indie rock
837,Cook-Ortiz,Right-sized dedicated standardization,17700,150960,successful,1797,US,USD,1301202000,1305867600,FALSE,FALSE,music/jazz
838,Jordan-Fischer,Vision-oriented high-level extranet,6400,8890,successful,261,US,USD,1538024400,1538802000,FALSE,FALSE,theater/plays
839,Pierce-Ramirez,Organized scalable initiative,7700,14644,successful,157,US,USD,1395032400,1398920400,FALSE,TRUE,film & video/documentary
840,Howell and Sons,Enhanced regional moderator,116300,116583,successful,3533,US,USD,1405486800,1405659600,FALSE,TRUE,theater/plays
841,"Garcia, Dunn and Richardson",Automated even-keeled emulation,9100,12991,successful,155,US,USD,1455861600,1457244000,FALSE,FALSE,technology/web
842,Lawson and Sons,Reverse-engineered multi-tasking product,1500,8447,successful,132,IT,EUR,1529038800,1529298000,FALSE,FALSE,technology/wearables
843,Porter-Hicks,De-engineered next generation parallelism,8800,2703,failed,33,US,USD,1535259600,1535778000,FALSE,FALSE,photography/photography books
844,Rodriguez-Hansen,Intuitive cohesive groupware,8800,8747,canceled,94,US,USD,1327212000,1327471200,FALSE,FALSE,film & video/documentary
845,Williams LLC,Up-sized high-level access,69900,138087,successful,1354,GB,GBP,1526360400,1529557200,FALSE,FALSE,technology/web
846,"Cooper, Stanley and Bryant",Phased empowering success,1000,5085,successful,48,US,USD,1532149200,1535259600,TRUE,TRUE,technology/web
847,"Miller, Glenn and Adams",Distributed actuating project,4700,11174,successful,110,US,USD,1515304800,1515564000,FALSE,FALSE,food/food trucks
848,"Cole, Salazar and Moreno",Robust motivating orchestration,3200,10831,successful,172,US,USD,1276318800,1277096400,FALSE,FALSE,film & video/drama
849,Jones-Ryan,Vision-oriented uniform instruction set,6700,8917,successful,307,US,USD,1328767200,1329026400,FALSE,TRUE,music/indie rock
850,"Hood, Perez and Meadows",Cross-group upward-trending hierarchy,100,1,failed,1,US,USD,1321682400,1322978400,TRUE,FALSE,music/rock
851,Bright and Sons,Object-based needs-based info-mediaries,6000,12468,successful,160,US,USD,1335934800,1338786000,FALSE,FALSE,music/electric music
852,Brady Ltd,Open-source reciprocal standardization,4900,2505,failed,31,US,USD,1310792400,1311656400,FALSE,TRUE,games/video games
853,Collier LLC,Secured well-modulated projection,17100,111502,successful,1467,CA,CAD,1308546000,1308978000,FALSE,TRUE,music/indie rock
854,"Campbell, Thomas and Obrien",Multi-channeled secondary middleware,171000,194309,successful,2662,CA,CAD,1574056800,1576389600,FALSE,FALSE,publishing/fiction
855,Moses-Terry,Horizontal clear-thinking framework,23400,23956,successful,452,AU,AUD,1308373200,1311051600,FALSE,FALSE,theater/plays
856,Williams and Sons,Profound composite core,2400,8558,successful,158,US,USD,1335243600,1336712400,FALSE,FALSE,food/food trucks
857,"Miranda, Gray and Hale",Programmable disintermediate matrices,5300,7413,successful,225,CH,CHF,1328421600,1330408800,TRUE,FALSE,film & video/shorts
858,"Ayala, Crawford and Taylor",Realigned 5thgeneration knowledge user,4000,2778,failed,35,US,USD,1524286800,1524891600,TRUE,FALSE,food/food trucks
859,Martinez Ltd,Multi-layered upward-trending groupware,7300,2594,failed,63,US,USD,1362117600,1363669200,FALSE,TRUE,theater/plays
860,Lee PLC,Re-contextualized leadingedge firmware,2000,5033,successful,65,US,USD,1550556000,1551420000,FALSE,TRUE,technology/wearables
861,"Young, Ramsey and Powell",Devolved disintermediate analyzer,8800,9317,successful,163,US,USD,1269147600,1269838800,FALSE,FALSE,theater/plays
862,Lewis and Sons,Profound disintermediate open system,3500,6560,successful,85,US,USD,1312174800,1312520400,FALSE,FALSE,theater/plays
863,Davis-Johnson,Automated reciprocal protocol,1400,5415,successful,217,US,USD,1434517200,1436504400,FALSE,TRUE,film & video/television
864,Stevenson-Thompson,Automated static workforce,4200,14577,successful,150,US,USD,1471582800,1472014800,FALSE,FALSE,film & video/shorts
865,"Ellis, Smith and Armstrong",Horizontal attitude-oriented help-desk,81000,150515,successful,3272,US,USD,1410757200,1411534800,FALSE,FALSE,theater/plays
866,Jackson-Brown,Versatile 5thgeneration matrices,182800,79045,canceled,898,US,USD,1304830800,1304917200,FALSE,FALSE,photography/photography books
867,"Kane, Pruitt and Rivera",Cross-platform next generation service-desk,4800,7797,successful,300,US,USD,1539061200,1539579600,FALSE,FALSE,food/food trucks
868,"Wood, Buckley and Meza",Front-line web-enabled installation,7000,12939,successful,126,US,USD,1381554000,1382504400,FALSE,FALSE,theater/plays
869,Brown-Williams,Multi-channeled responsive product,161900,38376,failed,526,US,USD,1277096400,1278306000,FALSE,FALSE,film & video/drama
870,Hansen-Austin,Adaptive demand-driven encryption,7700,6920,failed,121,US,USD,1440392400,1442552400,FALSE,FALSE,theater/plays
871,Santana-George,Re-engineered client-driven knowledge user,71500,194912,successful,2320,US,USD,1509512400,1511071200,FALSE,TRUE,theater/plays
872,Davis LLC,Compatible logistical paradigm,4700,7992,successful,81,AU,AUD,1535950800,1536382800,FALSE,FALSE,film & video/science fiction
873,"Vazquez, Ochoa and Clark",Intuitive value-added installation,42100,79268,successful,1887,US,USD,1389160800,1389592800,FALSE,FALSE,photography/photography books
874,Chung-Nguyen,Managed discrete parallelism,40200,139468,successful,4358,US,USD,1271998800,1275282000,FALSE,TRUE,photography/photography books
875,Mueller-Harmon,Implemented tangible approach,7900,5465,failed,67,US,USD,1294898400,1294984800,FALSE,FALSE,music/rock
876,"Dixon, Perez and Banks",Re-engineered encompassing definition,8300,2111,failed,57,CA,CAD,1559970000,1562043600,FALSE,FALSE,photography/photography books
877,Estrada Group,Multi-lateral uniform collaboration,163600,126628,failed,1229,US,USD,1469509200,1469595600,FALSE,FALSE,food/food trucks
878,Lutz Group,Enterprise-wide foreground paradigm,2700,1012,failed,12,IT,EUR,1579068000,1581141600,FALSE,FALSE,music/metal
879,Ortiz Inc,Stand-alone incremental parallelism,1000,5438,successful,53,US,USD,1487743200,1488520800,FALSE,FALSE,publishing/nonfiction
880,"Craig, Ellis and Miller",Persevering 5thgeneration throughput,84500,193101,successful,2414,US,USD,1563685200,1563858000,FALSE,FALSE,music/electric music
881,Charles Inc,Implemented object-oriented synergy,81300,31665,failed,452,US,USD,1436418000,1438923600,FALSE,TRUE,theater/plays
882,White-Rosario,Balanced demand-driven definition,800,2960,successful,80,US,USD,1421820000,1422165600,FALSE,FALSE,theater/plays
883,Simmons-Villarreal,Customer-focused mobile Graphic Interface,3400,8089,successful,193,US,USD,1274763600,1277874000,FALSE,FALSE,film & video/shorts
884,Strickland Group,Horizontal secondary interface,170800,109374,failed,1886,US,USD,1399179600,1399352400,FALSE,TRUE,theater/plays
885,Lynch Ltd,Virtual analyzing collaboration,1800,2129,successful,52,US,USD,1275800400,1279083600,FALSE,FALSE,theater/plays
886,Sanders LLC,Multi-tiered explicit focus group,150600,127745,failed,1825,US,USD,1282798800,1284354000,FALSE,FALSE,music/indie rock
887,Cooper LLC,Multi-layered systematic knowledgebase,7800,2289,failed,31,US,USD,1437109200,1441170000,FALSE,TRUE,theater/plays
888,Palmer Ltd,Reverse-engineered uniform knowledge user,5800,12174,successful,290,US,USD,1491886800,1493528400,FALSE,FALSE,theater/plays
889,Santos Group,Secured dynamic capacity,5600,9508,successful,122,US,USD,1394600400,1395205200,FALSE,TRUE,music/electric music
890,"Christian, Kim and Jimenez",Devolved foreground throughput,134400,155849,successful,1470,US,USD,1561352400,1561438800,FALSE,FALSE,music/indie rock
891,"Williams, Price and Hurley",Synchronized demand-driven infrastructure,3000,7758,successful,165,CA,CAD,1322892000,1326693600,FALSE,FALSE,film & video/documentary
892,"Anderson, Parks and Estrada",Realigned discrete structure,6000,13835,successful,182,US,USD,1274418000,1277960400,FALSE,FALSE,publishing/translations
893,Collins-Martinez,Progressive grid-enabled website,8400,10770,successful,199,IT,EUR,1434344400,1434690000,FALSE,TRUE,film & video/documentary
894,Barrett Inc,Organic cohesive neural-net,1700,3208,successful,56,GB,GBP,1373518800,1376110800,FALSE,TRUE,film & video/television
895,Adams-Rollins,Integrated demand-driven info-mediaries,159800,11108,failed,107,US,USD,1517637600,1518415200,FALSE,FALSE,theater/plays
896,Wright-Bryant,Reverse-engineered client-server extranet,19800,153338,successful,1460,AU,AUD,1310619600,1310878800,FALSE,TRUE,food/food trucks
897,Berry-Cannon,Organized discrete encoding,8800,2437,failed,27,US,USD,1556427600,1556600400,FALSE,FALSE,theater/plays
898,Davis-Gonzalez,Balanced regional flexibility,179100,93991,failed,1221,US,USD,1576476000,1576994400,FALSE,FALSE,film & video/documentary
899,Best-Young,Implemented multimedia time-frame,3100,12620,successful,123,CH,CHF,1381122000,1382677200,FALSE,FALSE,music/jazz
900,"Powers, Smith and Deleon",Enhanced uniform service-desk,100,2,failed,1,US,USD,1411102800,1411189200,FALSE,TRUE,technology/web
901,Hogan Group,Versatile bottom-line definition,5600,8746,successful,159,US,USD,1531803600,1534654800,FALSE,TRUE,music/rock
902,"Wang, Silva and Byrd",Integrated bifurcated software,1400,3534,successful,110,US,USD,1454133600,1457762400,FALSE,FALSE,technology/web
903,Parker-Morris,Assimilated next generation instruction set,41000,709,live,14,US,USD,1336194000,1337490000,FALSE,TRUE,publishing/nonfiction
904,"Rodriguez, Johnson and Jackson",Digitized foreground array,6500,795,failed,16,US,USD,1349326800,1349672400,FALSE,FALSE,publishing/radio & podcasts
905,Haynes PLC,Re-engineered clear-thinking project,7900,12955,successful,236,US,USD,1379566800,1379826000,FALSE,FALSE,theater/plays
906,Hayes Group,Implemented even-keeled standardization,5500,8964,successful,191,US,USD,1494651600,1497762000,TRUE,TRUE,film & video/documentary
907,"White, Pena and Calhoun",Quality-focused asymmetric adapter,9100,1843,failed,41,US,USD,1303880400,1304485200,FALSE,FALSE,theater/plays
908,Bryant-Pope,Networked intangible help-desk,38200,121950,successful,3934,US,USD,1335934800,1336885200,FALSE,FALSE,games/video games
909,"Gates, Li and Thompson",Synchronized attitude-oriented frame,1800,8621,successful,80,CA,CAD,1528088400,1530421200,FALSE,TRUE,theater/plays
910,King-Morris,Proactive incremental architecture,154500,30215,canceled,296,US,USD,1421906400,1421992800,FALSE,FALSE,theater/plays
911,"Carter, Cole and Curtis",Cloned responsive standardization,5800,11539,successful,462,US,USD,1568005200,1568178000,TRUE,FALSE,technology/web
912,Sanchez-Parsons,Reduced bifurcated pricing structure,1800,14310,successful,179,US,USD,1346821200,1347944400,TRUE,FALSE,film & video/drama
913,Rivera-Pearson,Re-engineered asymmetric challenge,70200,35536,failed,523,AU,AUD,1557637200,1558760400,FALSE,FALSE,film & video/drama
914,"Ramirez, Padilla and Barrera",Diverse client-driven conglomeration,6400,3676,failed,141,GB,GBP,1375592400,1376629200,FALSE,FALSE,theater/plays
915,Riggs Group,Configurable upward-trending solution,125900,195936,successful,1866,GB,GBP,1503982800,1504760400,FALSE,FALSE,film & video/television
916,Clements Ltd,Persistent bandwidth-monitored framework,3700,1343,failed,52,US,USD,1418882400,1419660000,FALSE,FALSE,photography/photography books
917,Cooper Inc,Polarized discrete product,3600,2097,live,27,GB,GBP,1309237200,1311310800,FALSE,TRUE,film & video/shorts
918,Jones-Gonzalez,Seamless dynamic website,3800,9021,successful,156,CH,CHF,1343365200,1344315600,FALSE,FALSE,publishing/radio & podcasts
919,Fox Ltd,Extended multimedia firmware,35600,20915,failed,225,AU,AUD,1507957200,1510725600,FALSE,TRUE,theater/plays
920,"Green, Murphy and Webb",Versatile directional project,5300,9676,successful,255,US,USD,1549519200,1551247200,TRUE,FALSE,film & video/animation
921,Stevenson PLC,Profound directional knowledge user,160400,1210,failed,38,US,USD,1329026400,1330236000,FALSE,FALSE,technology/web
922,Soto-Anthony,Ameliorated logistical capability,51400,90440,successful,2261,US,USD,1544335200,1545112800,FALSE,TRUE,music/world music
923,Wise and Sons,Sharable discrete definition,1700,4044,successful,40,US,USD,1279083600,1279170000,FALSE,FALSE,theater/plays
924,Butler-Barr,User-friendly next generation core,39400,192292,successful,2289,IT,EUR,1572498000,1573452000,FALSE,FALSE,theater/plays
925,"Wilson, Jefferson and Anderson",Profit-focused empowering system engine,3000,6722,successful,65,US,USD,1506056400,1507093200,FALSE,FALSE,theater/plays
926,Brown-Oliver,Synchronized cohesive encoding,8700,1577,failed,15,US,USD,1463029200,1463374800,FALSE,FALSE,food/food trucks
927,Davis-Gardner,Synergistic dynamic utilization,7200,3301,failed,37,US,USD,1342069200,1344574800,FALSE,FALSE,theater/plays
928,Dawson Group,Triple-buffered bi-directional model,167400,196386,successful,3777,IT,EUR,1388296800,1389074400,FALSE,FALSE,technology/web
929,Turner-Terrell,Polarized tertiary function,5500,11952,successful,184,GB,GBP,1493787600,1494997200,FALSE,FALSE,theater/plays
930,"Hall, Buchanan and Benton",Configurable fault-tolerant structure,3500,3930,successful,85,US,USD,1424844000,1425448800,FALSE,TRUE,theater/plays
931,"Lowery, Hayden and Cruz",Digitized 24/7 budgetary management,7900,5729,failed,112,US,USD,1403931600,1404104400,FALSE,TRUE,theater/plays
932,"Mora, Miller and Harper",Stand-alone zero tolerance algorithm,2300,4883,successful,144,US,USD,1394514000,1394773200,FALSE,FALSE,music/rock
933,Espinoza Group,Implemented tangible support,73000,175015,successful,1902,US,USD,1365397200,1366520400,FALSE,FALSE,theater/plays
934,"Davis, Crawford and Lopez",Reactive radical framework,6200,11280,successful,105,US,USD,1456120800,1456639200,FALSE,FALSE,theater/plays
935,"Richards, Stevens and Fleming",Object-based full-range knowledge user,6100,10012,successful,132,US,USD,1437714000,1438318800,FALSE,FALSE,theater/plays
936,Brown Ltd,Enhanced composite contingency,103200,1690,failed,21,US,USD,1563771600,1564030800,TRUE,FALSE,theater/plays
937,"Tapia, Sandoval and Hurley",Cloned fresh-thinking model,171000,84891,canceled,976,US,USD,1448517600,1449295200,FALSE,FALSE,film & video/documentary
938,Allen Inc,Total dedicated benchmark,9200,10093,successful,96,US,USD,1528779600,1531890000,FALSE,TRUE,publishing/fiction
939,"Williams, Johnson and Campbell",Streamlined human-resource Graphic Interface,7800,3839,failed,67,US,USD,1304744400,1306213200,FALSE,TRUE,games/video games
940,Wiggins Ltd,Upgradable analyzing core,9900,6161,live,66,CA,CAD,1354341600,1356242400,FALSE,FALSE,technology/web
941,Luna-Horne,Profound exuding pricing structure,43000,5615,failed,78,US,USD,1294552800,1297576800,TRUE,FALSE,theater/plays
942,Allen Inc,Horizontal optimizing model,9600,6205,failed,67,AU,AUD,1295935200,1296194400,FALSE,FALSE,theater/plays
943,"Peterson, Gonzalez and Spencer",Synchronized fault-tolerant algorithm,7500,11969,successful,114,US,USD,1411534800,1414558800,FALSE,FALSE,food/food trucks
944,Walter Inc,Streamlined 5thgeneration intranet,10000,8142,failed,263,AU,AUD,1486706400,1488348000,FALSE,FALSE,photography/photography books
945,"Sanders, Farley and Huffman",Cross-group clear-thinking task-force,172000,55805,failed,1691,US,USD,1333602000,1334898000,TRUE,FALSE,photography/photography books
946,"Hall, Holmes and Walker",Public-key bandwidth-monitored intranet,153700,15238,failed,181,US,USD,1308200400,1308373200,FALSE,FALSE,theater/plays
947,Smith-Powell,Upgradable clear-thinking hardware,3600,961,failed,13,US,USD,1411707600,1412312400,FALSE,FALSE,theater/plays
948,Smith-Hill,Integrated holistic paradigm,9400,5918,canceled,160,US,USD,1418364000,1419228000,TRUE,TRUE,film & video/documentary
949,Wright LLC,Seamless clear-thinking conglomeration,5900,9520,successful,203,US,USD,1429333200,1430974800,FALSE,FALSE,technology/web
950,"Williams, Orozco and Gomez",Persistent content-based methodology,100,5,failed,1,US,USD,1555390800,1555822800,FALSE,TRUE,theater/plays
951,Peterson Ltd,Re-engineered 24hour matrix,14500,159056,successful,1559,US,USD,1482732000,1482818400,FALSE,TRUE,music/rock
952,Cummings-Hayes,Virtual multi-tasking core,145500,101987,canceled,2266,US,USD,1470718800,1471928400,FALSE,FALSE,film & video/documentary
953,Boyle Ltd,Streamlined fault-tolerant conglomeration,3300,1980,failed,21,US,USD,1450591200,1453701600,FALSE,TRUE,film & video/science fiction
954,"Henderson, Parker and Diaz",Enterprise-wide client-driven policy,42600,156384,successful,1548,AU,AUD,1348290000,1350363600,FALSE,FALSE,technology/web
955,Moss-Obrien,Function-based next generation emulation,700,7763,successful,80,US,USD,1353823200,1353996000,FALSE,FALSE,theater/plays
956,Wood Inc,Re-engineered composite focus group,187600,35698,failed,830,US,USD,1450764000,1451109600,FALSE,FALSE,film & video/science fiction
957,"Riley, Cohen and Goodman",Profound mission-critical function,9800,12434,successful,131,US,USD,1329372000,1329631200,FALSE,FALSE,theater/plays
958,"Green, Robinson and Ho",De-engineered zero-defect open system,1100,8081,successful,112,US,USD,1277096400,1278997200,FALSE,FALSE,film & video/animation
959,Black-Graham,Operative hybrid utilization,145000,6631,failed,130,US,USD,1277701200,1280120400,FALSE,FALSE,publishing/translations
960,Robbins Group,Function-based interactive matrix,5500,4678,failed,55,US,USD,1454911200,1458104400,FALSE,FALSE,technology/web
961,"Mason, Case and May",Optimized content-based collaboration,5700,6800,successful,155,US,USD,1297922400,1298268000,FALSE,FALSE,publishing/translations
962,"Harris, Russell and Mitchell",User-centric cohesive policy,3600,10657,successful,266,US,USD,1384408800,1386223200,FALSE,FALSE,food/food trucks
963,Rodriguez-Robinson,Ergonomic methodical hub,5900,4997,failed,114,IT,EUR,1299304800,1299823200,FALSE,TRUE,photography/photography books
964,"Peck, Higgins and Smith",Devolved disintermediate encryption,3700,13164,successful,155,US,USD,1431320400,1431752400,FALSE,FALSE,theater/plays
965,Nunez-King,Phased clear-thinking policy,2200,8501,successful,207,GB,GBP,1264399200,1267855200,FALSE,FALSE,music/rock
966,Davis and Sons,Seamless solution-oriented capacity,1700,13468,successful,245,US,USD,1497502800,1497675600,FALSE,FALSE,theater/plays
967,Howard-Douglas,Organized human-resource attitude,88400,121138,successful,1573,US,USD,1333688400,1336885200,FALSE,FALSE,music/world music
968,Gonzalez-White,Open-architected disintermediate budgetary management,2400,8117,successful,114,US,USD,1293861600,1295157600,FALSE,FALSE,food/food trucks
969,Lopez-King,Multi-lateral radical solution,7900,8550,successful,93,US,USD,1576994400,1577599200,FALSE,FALSE,theater/plays
970,Glover-Nelson,Inverse context-sensitive info-mediaries,94900,57659,failed,594,US,USD,1304917200,1305003600,FALSE,FALSE,theater/plays
971,Garner and Sons,Versatile neutral workforce,5100,1414,failed,24,US,USD,1381208400,1381726800,FALSE,FALSE,film & video/television
972,"Sellers, Roach and Garrison",Multi-tiered systematic knowledge user,42700,97524,successful,1681,US,USD,1401685200,1402462800,FALSE,TRUE,technology/web
973,"Herrera, Bennett and Silva",Programmable multi-state algorithm,121100,26176,failed,252,US,USD,1291960800,1292133600,FALSE,TRUE,theater/plays
974,"Thomas, Clay and Mendoza",Multi-channeled reciprocal interface,800,2991,successful,32,US,USD,1368853200,1368939600,FALSE,FALSE,music/indie rock
975,Ayala Group,Right-sized maximized migration,5400,8366,successful,135,US,USD,1448776800,1452146400,FALSE,TRUE,theater/plays
976,"Huerta, Roberts and Dickerson",Self-enabling value-added artificial intelligence,4000,12886,successful,140,US,USD,1296194400,1296712800,FALSE,TRUE,theater/plays
977,Johnson Group,Vision-oriented interactive solution,7000,5177,failed,67,US,USD,1517983200,1520748000,FALSE,FALSE,food/food trucks
978,"Bailey, Nguyen and Martinez",Fundamental user-facing productivity,1000,8641,successful,92,US,USD,1478930400,1480831200,FALSE,FALSE,games/video games
979,"Williams, Martin and Meyer",Innovative well-modulated capability,60200,86244,successful,1015,GB,GBP,1426395600,1426914000,FALSE,FALSE,theater/plays
980,Huff-Johnson,Universal fault-tolerant orchestration,195200,78630,failed,742,US,USD,1446181200,1446616800,TRUE,FALSE,publishing/nonfiction
981,Diaz-Little,Grass-roots executive synergy,6700,11941,successful,323,US,USD,1514181600,1517032800,FALSE,FALSE,technology/web
982,Freeman-French,Multi-layered optimal application,7200,6115,failed,75,US,USD,1311051600,1311224400,FALSE,TRUE,film & video/documentary
983,Beck-Weber,Business-focused full-range core,129100,188404,successful,2326,US,USD,1564894800,1566190800,FALSE,FALSE,film & video/documentary
984,Lewis-Jacobson,Exclusive system-worthy Graphic Interface,6500,9910,successful,381,US,USD,1567918800,1570165200,FALSE,FALSE,theater/plays
985,Logan-Curtis,Enhanced optimal ability,170600,114523,failed,4405,US,USD,1386309600,1388556000,FALSE,TRUE,music/rock
986,"Chan, Washington and Callahan",Optional zero administration neural-net,7800,3144,failed,92,US,USD,1301979600,1303189200,FALSE,FALSE,music/rock
987,Wilson Group,Ameliorated foreground focus group,6200,13441,successful,480,US,USD,1493269200,1494478800,FALSE,FALSE,film & video/documentary
988,"Gardner, Ryan and Gutierrez",Triple-buffered multi-tasking matrices,9400,4899,failed,64,US,USD,1478930400,1480744800,FALSE,FALSE,publishing/radio & podcasts
989,Hernandez Inc,Versatile dedicated migration,2400,11990,successful,226,US,USD,1555390800,1555822800,FALSE,FALSE,publishing/translations
990,Ortiz-Roberts,Devolved foreground customer loyalty,7800,6839,failed,64,US,USD,1456984800,1458882000,FALSE,TRUE,film & video/drama
991,Ramirez LLC,Reduced reciprocal focus group,9800,11091,successful,241,US,USD,1411621200,1411966800,FALSE,TRUE,music/rock
992,Morrow Inc,Networked global migration,3100,13223,successful,132,US,USD,1525669200,1526878800,FALSE,TRUE,film & video/drama
993,Erickson-Rogers,De-engineered even-keeled definition,9800,7608,canceled,75,IT,EUR,1450936800,1452405600,FALSE,TRUE,photography/photography books
994,"Leach, Rich and Price",Implemented bi-directional flexibility,141100,74073,failed,842,US,USD,1413522000,1414040400,FALSE,TRUE,publishing/translations
995,Manning-Hamilton,Vision-oriented scalable definition,97300,153216,successful,2043,US,USD,1541307600,1543816800,FALSE,TRUE,food/food trucks
996,Butler LLC,Future-proofed upward-trending migration,6600,4814,failed,112,US,USD,1357106400,1359698400,FALSE,FALSE,theater/plays
997,Ball LLC,Right-sized full-range throughput,7600,4603,canceled,139,IT,EUR,1390197600,1390629600,FALSE,FALSE,theater/plays
998,"Taylor, Santiago and Flores",Polarized composite customer loyalty,66600,37823,failed,374,US,USD,1265868000,1267077600,FALSE,TRUE,music/indie rock
999,"Hernandez, Norton and Kelley",Expanded eco-centric policy,111100,62819,canceled,1122,US,USD,1467176400,1467781200,FALSE,FALSE,food/food trucks
